0.3771,-0.1094,0.007575,0.1355,0.1605,-0.02357,0.1814
0.3068,-0.1691,-0.1908,0.02915,-0.1144,-0.1978,0.09065
0.1448,-0.9945,-0.01246,0.3945,-0.04624,-0.0009783,0.4129
0.2658,-1.5,-0.04062,0.131,-0.9747,0.01875,0.1092
0.0643,-0.0004808,0.02828,0.04475,-0.008074,0.04528,0.02443
0.05865,-0.001064,-0.002421,0.003724,-0.004805,0.01919,0.04117
0.02213,-0.000788,0.0006582,-0.04688,0.0008503,0.0007749,-0.001137
0.1348,0.0002718,-0.1061,-0.2405,-0.0002491,-0.06044,-0.1137
