1.5614,-0.40012,1.0125,0.6468,1.3391,-0.5547
1.5614,-0.30012,1.0125,0.6468,1.3391,-0.5547
1.5614,-0.20012,1.0125,0.6468,1.3391,-0.5547
1.5614,-0.10012,1.0125,0.6468,1.3391,-0.5547
1.5614,-0.00012257,1.0125,0.6468,1.3391,-0.5547
1.5614,0.099877,1.0125,0.6468,1.3391,-0.5547
1.5614,0.19988,1.0125,0.6468,1.3391,-0.5547
1.5614,0.29988,1.0125,0.6468,1.3391,-0.5547
1.5614,0.39988,1.0125,0.6468,1.3391,-0.5547
1.5614,0.49988,1.0125,0.6468,1.3391,-0.5547
1.5614,0.54988,1.0125,0.6468,1.3391,-0.5547
1.5614,0.54988,1.0125,0.6468,1.3391,-0.5547
1.6314,0.54988,1.0125,0.6468,1.3391,-0.5547
1.6814,0.54988,1.0125,0.6468,1.3391,-0.5547
1.7314,0.54988,1.0125,0.6468,1.3391,-0.5547
1.7614,0.54988,1.0125,0.6468,1.3391,-0.5547
1.7614,0.54988,1.0125,0.7889,1.2998,-0.6766
1.7614,0.54988,1.0125,0.9302,1.2522,-0.7978
1.7614,0.54988,1.0125,1.0703,1.1962,-0.9179
1.7614,0.54988,1.0125,1.2777,1.0958,-1.0958
1.7614,0.54988,0.97245,1.2777,1.0958,-1.0958
1.7614,0.54988,0.94245,1.2777,1.0958,-1.0958
1.7614,0.54988,0.91245,1.2777,1.0958,-1.0958
1.7614,0.54988,0.85245,1.2777,1.0958,-1.0958
1.7614,0.54988,0.82245,1.2777,1.0958,-1.0958
1.7614,0.54988,0.79245,1.2777,1.0958,-1.0958
1.7614,0.54988,0.75745,1.2777,1.0958,-1.0958
1.7614,0.54988,0.75745,1.0703,1.1962,-0.9179
1.7614,0.54988,0.75745,0.9302,1.2522,-0.7978
1.7614,0.54988,0.75745,0.7889,1.2998,-0.6766
1.7614,0.54988,0.75745,0.6468,1.3391,-0.5547
1.7614,0.54988,0.75745,0.6468,1.3391,-0.5547
1.7314,0.54988,0.75745,0.6468,1.3391,-0.5547
1.6814,0.54988,0.75745,0.6468,1.3391,-0.5547
1.6314,0.54988,0.75745,0.6468,1.3391,-0.5547
1.5614,0.54988,0.75745,0.6468,1.3391,-0.5547
1.5614,0.44988,0.75745,0.6468,1.3391,-0.5547
1.5614,0.34988,0.75745,0.6468,1.3391,-0.5547
1.5614,0.24988,0.75745,0.6468,1.3391,-0.5547
1.5614,0.14988,0.75745,0.6468,1.3391,-0.5547
1.5614,0.049877,0.75745,0.6468,1.3391,-0.5547
1.5614,-0.15012,0.75745,0.6468,1.3391,-0.5547
1.5614,-0.25012,0.75745,0.6468,1.3391,-0.5547
1.5614,-0.35012,0.75745,0.6468,1.3391,-0.5547
1.5614,-0.40012,0.75745,0.6468,1.3391,-0.5547
